Event_Name,CharacterImageSerialNumber,케릭터 이름,대사,선택지가 있는가?,선택지 대사,선택후 대사,변경할 배경 번호,주사위를 굴리는가?,주사위 대사,주사위 종류,대상 스탯,이벤트 후 대사,어떤 리셋인가?,아이템 번호,다음 장면,서브화면
,9,,“아주 신선한 재료가 제발로 기어들어왔잖아?”,,,,,,,,,,,,,
,9,,"후욱..훅..후우욱..",,,,,,,,,,,,,
,0,,요리사가 당신에게 가까워 지자 엄청난 악취가 당신의 코를 어지럽힌다. ,,,,,,,,,,,,,
,0,,당신은 요리사에게서 뿜어나오는 악취에 빠르게 멀어진다.,,,,,,,,,,,,,
,0,,그의 큰 질량의 몸은 민첩하게 움직이는 당신을 따라잡기 버거워 보인다.,,,,,,,,,,,,,
,9,,“거기..서지 못해!!!”,,,,,,,,,,,,,
,0,,그는 자신이 들고 있는 식재료를 집어 던진다.,,,,,,,,,,,,,
,0,,당신의 발치에 누군가의 머리였던 것이 빠른 속도로 던져진다. ,,,,,,,,,,,,,
,0,,머리는 한바퀴 구르고 당신과 눈이 맞는다.,,,,,,,,,,,,,
,0,,썰린 지 얼마 되지 않았는지 그의 얼굴에는 공포의 모습이 생생하다,,,,,,,,,,,,,
,0,,그럼에도 당신은 죽지 않기 위해 몸을 움직인다.,,,,,4,,,,,,,,
end,,,,,,,,,,,,,,,,
d3,0,,당신은 바닥에 떨어져 있는 국자를 미처 보지 못하고 발로 차버리고 말았다.,,,,,,,,,,,,,
,0,,당신의 부주의함은 곧 요리사의 관심을 끈다.,,,,,,,,,,,,,
,9,,“….!!!! 내 주방에 누가 들어온거야!!!”,,,,,,,,,,,,,
,0,,요리사는 그 커다란 몸뚱이를 끌고 소음의 진원지로 시선을 옮긴다.,,,,,,,,,,,,,
,0,,그는 당신을 발견하고@ 기쁜듯이 그 살덩이를 꿀렁거린다.,,,,,,,,,,,,,
,9,,“아주 신선한 재료가 제발로 기어들어왔잖아?”,,,,,,,,,,,,,
,9,,"후욱..훅..후우욱..",,,,,,,,,,,,,
,0,,요리사가 당신에게 가까워 지자 엄청난 악취가 당신의 코를 어지럽힌다. ,,,,,,,,,,,,,
,0,,당신은 요리사에게서 뿜어나오는 악취에 빠르게 멀어진다.,,,,,,,,,,,,,
,0,,그의 큰 질량의 몸은 민첩하게 움직이는 당신을 따라잡기 버거워 보인다.,,,,,,,,,,,,,
,9,,“거기..서지 못해!!!”,,,,,,,,,,,,,
,0,,그는 자신이 들고 있는 식재료를 집어 던진다.,,,,,,,,,,,,,
,0,,당신의 발치에 누군가의 머리였던 것이 빠른 속도로 던져진다. ,,,,,,,,,,,,,
,0,,머리는 한바퀴 구르고 당신과 눈이 맞는다.,,,,,,,,,,,,,
,0,,썰린 지 얼마 되지 않았는지 그의 얼굴에는 공포의 모습이 생생하다,,,,,3,,,,,,,,
end,,,,,,,,,,,,,,,,
check3,0,,,,,,,,사람...머리...,1d6,desan,d4,,,,
end,,,,,,,,,,,,,,,,
d4,0,,그럼에도 당신은 죽지 않기 위해 몸을 움직인다.,,,,,4,,,,,,,,
end,,,,,,,,,,,,,,,,
check4,0,,,,,,,,조심...,1d100,dex,d5,,,,
,,,,,,,,,,,,d5,,,,
,,,,,,,,,,,,d6,,,,
end,,,,,,,,,,,,,,,,
d5,0,,당신은 요리사가 던진 잘린 팔을 가까스로 피해낸다.,,,,,6,,,,,,,,
end,,,,,,,,,,,,,,,,
d6,0,,당신은 요리사가 던진 잘린 팔을 피하지 못하고 등판에 얻어 맞는다. ,,,,,,,,,,,,,
,0,,질척한 느낌과 둔탁한 느낌이 당신을 뒤흔든다.,,,,,5,,,,,,,,
end,,,,,,,,,,,,,,,,
check5,0,,,,,,,,사람...팔...,1d6,desan,d7,,,,
end,,,,,,,,,,,,,,,,
d7,0,,그럼에도 당신은 죽지 않기 위해 몸을 움직인다.,,,,,6,,,,,,,,
end,,,,,,,,,,,,,,,,
check6,0,,,,,,,,조심...,1d100,dex,d8,,,,
,,,,,,,,,,,,d8,,,,
,,,,,,,,,,,,d9,,,,
end,,,,,,,,,,,,,,,,
d8,0,,당신은 요리사가 던진 잘린 발목을 가까스로 피해낸다.,,,,,8,,,,,,,,
end,,,,,,,,,,,,,,,,
d9,0,,당신은 요리사가 던진 잘린 발목을 피하지 못하고 등판에 얻어 맞는다.,,,,,,,,,,,,,
,0,,질척한 느낌과 둔탁한 느낌이 당신을 뒤흔든다.,,,,,7,,,,,,,,
end,,,,,,,,,,,,,,,,
check7,0,,,,,,,,사람...발목...,1d6,desan,d10,,,,
end,,,,,,,,,,,,,,,,
d10,0,,그럼에도 당신은 죽지 않기 위해 몸을 움직인다.,,,,,8,,,,,,,,
end,,,,,,,,,,,,,,,,
check8,0,,,,,,,,조심...,1d100,dex,d11,,,,
,,,,,,,,,,,,d11,,,,
,,,,,,,,,,,,d12,,,,
end,,,,,,,,,,,,,,,,
d11,0,,당신은 요리사가 던진 잘린 정강이를 가까스로 피해낸다.,,,,,10,,,,,,,,
end,,,,,,,,,,,,,,,,
d12,0,,당신은 요리사가 던진 잘린 정강이를 피하지 못하고 등판에 얻어 맞는다.,,,,,,,,,,,,,
,0,,질척한 느낌과 둔탁한 느낌이 당신을 뒤흔든다.,,,,,9,,,,,,,,
end,,,,,,,,,,,,,,,,
check9,0,,,,,,,,사람...다리...,1d6,desan,d13,,,,
end,,,,,,,,,,,,,,,,
d13,0,,그럼에도 당신은 죽지 않기 위해 몸을 움직인다.,,,,,10,,,,,,,,
end,,,,,,,,,,,,,,,,
check10,0,,,,,,,,조심...,1d100,dex,d5,,,,
,,,,,,,,,,,,d5,,,,
,,,,,,,,,,,,d6,,,,
end,,,,,,,,,,,,,,,,
