Event_Name,CharacterImageSerialNumber,케릭터 이름,대사,선택지가 있는가?,선택지 대사,선택후 대사,변경할 배경 번호,주사위를 굴리는가?,주사위 대사,주사위 종류,대상 스탯,이벤트 후 대사,어떤 리셋인가?,아이템 번호,다음 장면,서브화면
,0,,당신은 주인에게 그렇다면 특수 용지는 어디서 구할 수 있는지 물어본다.,,,,,,,,,,,,,
,5,,“특수용지는 지금 저에게 없네요! 하지만 저희 호텔의 자랑인 스토어에는 없는게 없답니다”,,,,,,,,,,,,,
,0,,당신은 나갈 수 있는 방법을 알아냈다. 하지만 정말 그가 당신을 순순히 나가게 해줄 것일까? ,,,,,,,,,,,,,
,0,,주변을 둘러보면 당신을 향해 침을 흘리고 있는 손님들이 보인다.,,,,,,,,,,,,,
,0,,주인이 손 하나만 까딱해도 당신은 이미 죽은 목숨일 것이다.,,,,,,,,,,,,,
,-1,,당신은 그것들의 눈치를 보며 뒷걸음질 치다가 빠르게 엘레베이터쪽으로 이동한다. ,,,,,,,,,,,,,
,0,,주인의 마음에 변덕이 찾아오기 전에 서둘러야 한다.,,,,,,,,,,,,,
,0,,당신이 빠르게 이동하는 중 한 직원이 당신을 붙잡는다. ,,,,,,,,,,,,,
,0,,낯이 익은 직원이다. 뭔가 필사적으로 전할 말이 있어 보인다. ,,,,,,,,,,,,,
,0,,그가 품속을 뒤져 무엇인가를 꺼내려 할 때@ 호텔의 주인이 그 직원을 향해 손짓한다.,,,,,,,,,,,,,
,5,,“…재미 없게..”,,,,,,,,,,,,,
,0,,그 직원은 그대로 옷만 남긴 채 사라져 버린다.,,,,,,,,,,,,,
,0,,당신은 놀란 눈으로 주인을 쳐다본다. 그는 싱글싱글 웃고 있을 뿐이었다.,,,,,,,,,,,,,
,0,,눈은 웃고 있지 않은 것이 실제로 유쾌한 기분은 아닌 듯 하다.,,,,,,,,,,,,,
,0,,당신은 저 위대한 존재의 단순한 장난 위에 올라 가 있는 것을 느낀다.,,,,,1,,,,,,,,
end,,,,,,,,,,,,,,,,
check1,0,,,,,,,,당신은 무력감을 느낀다.,1d100,san,d1,,,,
,,,,,,,,,,,,d1,,,,
,,,,,,,,,,,,d2,,,,
end,,,,,,,,,,,,,,,,
d1,0,,당신은 문득 아까 그 직원이 카지노에서 당신에게 초콜렛을 준 직원이라는 것이 떠오른다.,,,,,,,,,,,,,
,0,,오싹함을 뒤로한채 당신은 자리를 나선다.,,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
d2,0,,오싹함을 뒤로한채 당신은 자리를 나선다.,,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
