Event_Name,CharacterImageSerialNumber,케릭터 이름,대사,선택지가 있는가?,선택지 대사,선택후 대사,변경할 배경 번호,주사위를 굴리는가?,주사위 대사,주사위 종류,대상 스탯,이벤트 후 대사,어떤 리셋인가?,아이템 번호,다음 장면,서브화면
,0,,용지는 순식간에 타서 사라진다. ,,,,,,,,,,,,,
,0,,당신은 몸이 어딘가 가벼워진 것을 느낀다. ,,,,,,,,,,,,,
,0,,당신의 손에 들려있던 펜이 이윽고 하늘로 날아가 당신의 눈 앞에 글씨를 쓴다.,,,,,,,,,,,,,
,0,12,[앞으로 1분. 정문으로 나갈 것.],,,,,,,,,,,,,
,0,,당신은 글씨를 보자마자 이동한다.,,,,,,,,,,,,,
,0,,어디로 이동할까?,1,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
select,0,,,,엘레베이터,s1,,,,,,,,,,
,,,,,비상계단,s2,,,,,,,,,,
,,,,,1층,s3,,,,,,,,,,
end,,,,,,,,,,,,,,,,
s1,0,,당신은 엘레베이터로 이동한다. ,,,,,,,,,,,,,5
,0,,시간이 멈춘 탓일까? 엘레베이터는 작동하지 않는 모양이다.,,,,,,,,,,,,,-1
,0,,어디로 이동할까?,1,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
s2,0,,당신은 비상계단으로 이동한다. ,,,,18,,,,,,,,,
,0,,비상계단은 알 수 없는 한기가 가득 차 있어 당신은 오싹함을 느낀다.,,,,,,,,,,,,,
,0,,당신은 계단으로 발을 옮긴다.,2,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
select2,0,,,,올라간다,s4,,,,,,,,,,
,,,,,내려간다,s5,,,,,,,,,,
end,,,,,,,,,,,,,,,,
s4,0,-5,당신은 계단을 올라간다. ,,,,,,,,,,,,,
,0,0,올라가려 할 수록 당신은 지하로 내려가는 기분이 든다. ,,,,,,,,,,,,,
,0,,당신은 두 계단씩 올라가지만@ 당신의 의지와는 다르게 점점 더 아래로 간다.,3,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
select3,0,,,,올라간다,s6,,,,,,,,,,
,,,,,내려간다,s7,,,,,,,,,,
end,,,,,,,,,,,,,,,,
s6,0,,당신은 올라가려 애쓴다. ,,,,,,,,,,,,,
,0,,그렇지만 이곳은 당신이 위로 올라가는 것을 허용치 않는다.,,,,,,,,,,,,,
,0,,두 다리가 손 쓸 수 없이@ 빠르게 내려간다. ,,,,,,,,,,,,,
,0,,마치 모래 구덩이에 빠진 것 처럼@ 보이지 않는 지하의 어둠 속에 빨려 들어가는 느낌이 든다.,,,,,,,,,,,,,
,0,,아니@ 느낌이 아니라 말 그대로. 어둠이 당신을 삼키고 있었다. ,,,,,,,,,,,,,
,0,,당신의 몸은 점점 어둠에 잠식되더니@ 이내 암전한다.,,,,,,,,,,1,,,
end,,,,,,,,,,,,,,,,
s7,0,,이번에 당신은 반대로 해본다. ,,,,,,,,,,,,,
,0,,다행히도 당신은 도로 위로 올라갈 수 있었다. ,,,,,,,,,,,,,
,0,,제자리로 돌아온 것 같다.,,,,,,,,,,,,,
,0,,어디로 이동할까?,3,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
s3,0,,당신은 가쁜 숨을 몰아쉬며 1층에 도착한다. ,,,,1,,,,,,,,,
,0,,시간은 어느새 흐르고 있고@ 비상계단에서 우당탕 올라온 당신을 직원들이 당황한 기색으로 바라보고 있다.,,,,,,,,,,,,,
,0,,당신은 빠르게 회전문으로 이동한다. ,,,,,,,,,,,,,
,0,,바로 뒤를 돌아보니@ 당신을 무서운 속도로 뒤쫓아오는 상점 주인이 보인다. ,,,,,,,,,,,,,
,0,,그는 민첩하게 촉수를 날려 당신을 향해 날린다.,,,,,1,,,,,,,,
end,,,,,,,,,,,,,,,,
s5,0,,당신은 계단을 올라간다. ,,,,,,,,,,,,,
,0,,내려가는 중인데@ 당신은 위로 이동한다.,,,,,,,,,,,,,
,0,,당신은 무사히 1층에 도달한다.,,,,1,,,,,,,,,
,0,,시간은 어느새 흐르고 있고@ 비상계단에서 우당탕 올라온 당신을 직원들이 당황한 기색으로 바라보고 있다.,,,,,,,,,,,,,
,0,,당신은 빠르게 회전문으로 이동한다. ,,,,,,,,,,,,,
,0,,바로 뒤를 돌아보니@ 당신을 무서운 속도로 뒤쫓아오는 상점 주인이 보인다. ,,,,,,,,,,,,,
,0,,그는 민첩하게 촉수를 날려 당신을 향해 날린다.,,,,,1,,,,,,,,
end,,,,,,,,,,,,,,,,
check1,0,,,,,,,,이것만..피하면....,1d100,dex,d1,,,,
,,,,,,,,,,,,d1,,,,
,,,,,,,,,,,,d2,,,,
end,,,,,,,,,,,,,,,,
d1,0,,당신은 회전문을 통과하여 밖으로 나가려한다. ,,,,,,,,,,,,,
,0,,당신이 체크아웃을 했음에도@ 밖은 아직 붉은 하늘이다. ,,,,,,,,,,,,,15
,0,,그러나 뒤는 당신을 잡기 위해 초록 촉수가 휘적거리며 빠르게 다가온다. ,,,,,,,,,,,,,
,0,,앞에도@ 뒤에도 정답은 없어보인다. 당신은 그냥@ 눈을 질끈감고 밖으로 뛰어내린다.,,,,,,,,,,,,,-1
,0,,당신은 떨어진다. ,,,,15,,,,,,,,,
,0,,거친 바람에 얼굴은 덜덜덜 떨린다. ,,,,,,,,,,,,,
,0,,온몸으로 대기압을 느낀다. ,,,,,,,,,,,,,
,0,,눈을 힐끔 떠 보니 지면이 코 앞이다. ,,,,,,,,,,,,,
,0,,당신은 다가올 충격에 대비한다. ,,,,,,,,,,,,,
,0,,당신은 얼굴에 충격을 느낀다.,,,,,,,,,,,,,
,0,15,당신은 벌떡 일어난다. ,,,,2,,,,,,,,,
,0,,분명@ 떨어져서 바닥에 부딪혔을텐데? ,,,,,,,,,,,,,
,0,,당신은 멍하고 온 몸에 식은땀이 흐른다. ,,,,,,,,,,,,,
,0,,당신은 당신의 방 바닥에서 일어난다.,,,,,,,,,,,,,
,0,,꿈이었을까? 휴대폰을 켜 시계를 보니 이미 하루가 지나있다. 그리고 곧 체크아웃 시간이다.,,,,,,,,,,,,,
,0,,당신은 멍한 기운이 가시지 않은채로 당신의 짐을 치운다.,,,,1,,,,,,,,,
,0,,안내데스크로 돌아가 당신의 열쇠를 반납한다.,,,,,,,,,,,,,
,0,,직원이 당신을 향해 인사를 한다.,,,,,,,,,,,,,
,0,,“저희 호텔은 잘 즐기셨나요?”,,,,,,,,,,,,,
,0,,당신은 어색하게 웃으며 그렇다고 대답한다. 당신은 아직도 방금 전 처럼 생생했던 일에서 벗어나지 못하고 있다.,,,,,,,,,,,,,
,0,,“그렇다면 또 들러주시기 바랍니다.”,,,,,,,,,,,,,
,0,,그렇게 말하는 직원은 어쩐지 어디서 본 듯한 얼굴을 하고 있었다. 눈에서는 조금의 불꽃이 튀는 듯 했다.,,,,,,,,,,,,,
,0,,당신은 기겁하며 그 호텔에서 빠져나간다.,,,,15,,,,,,,,,
,0,,당신은 호텔을 빠져나오며 차가운 바람을 온몸으로 맞이한다. ,,,,,,,,,,,,,
,0,,피부에 닿는 바람은 날카롭지만@ 그 속에 숨겨진 자유의 기운이 당신의 폐를 시원하게 적셔준다. ,,,,,,,,,,,,,
,0,,마치 무거운 돌덩이를 내려놓은 것처럼 온몸이 가벼워졌다. ,,,,,,,,,,,,,
,0,,숨을 몰아쉬던 당신은 천천히 호흡을 고르며@ 한참 만에 깊숙이 숨을 들이쉰다. ,,,,,,,,,,,,,
,0,,차가운 공기가 폐 속 깊이 들어와 퍼지면서@ 긴장으로 굳어 있던 근육이 풀리는 것을 느낀다.,,,,,,,,,,,,,
,0,,하지만 완전한 후련함과 안도감은 쉽사리 오지 않는다. ,,,,,,,,,,,,,
,0,,빠르게 뛰던 심장은 여전히 강하게 박동하고 있고@ 머릿속에는 그 호텔에서 있었던 일들이 번뜩이며 떠오른다. ,,,,,,,,,,,,,
,0,,진짜 꿈이었을까? 아니면 무엇인가 현실에 영향을 미친 걸까?,,,,,,,,,,,,,
,0,,얼굴을 감싸쥐고 잠시 허공을 바라본다.,,,,,,,,,,,,,
,0,,이 모든 것이 꿈이었다면@ 왜 이렇게 생생하게 기억나는 걸까? ,,,,,,,,,,,,,
,0,,호텔 직원의 그 낯익은 얼굴@ 눈에 비친 불꽃… 마치 나를 계속해서 지켜보고 있는 듯한 느낌을 떨쳐낼 수 없다.,,,,,,,,,,,,,
,0,,그러나 이 모든 생각에도 불구하고@ 당신은 마침내 자유를 얻었다는 감각이 스며든다. ,,,,,,,,,,,,,
,0,,스릴과 두려움에 찌든 하루가 끝났다는 사실이 서서히 당신의 마음을 덮는다. ,,,,,,,,,,,,,
,0,,당신은 이 도망이 끝나고@ 새로운 하루가 시작될 것임을 깨닫는다. ,,,,,,,,,,,,,
,0,,그리고 어쩌면@ 다시 그곳으로 돌아가지 않아도 된다는 생각이 처음으로 안도감을 준다.,,,,,,,,,,4,,,
end,,,,,,,,,,,,,,,,
d2,0,,당신은 빠르게 휘둘러진 촉수에 다리가 휘감겨진다.,,,,,2,,,,,,,,
end,,,,,,,,,,,,,,,,
check2,0,,,,,,,,이거..놔..!!,1d100,str,d3,,,,
,,,,,,,,,,,,d3,,,,
,,,,,,,,,,,,d4,,,,
end,,,,,,,,,,,,,,,,
d3,0,,당신은 있는 힘껏 촉수를 잡아당겨 틈을 만들어 다리를 빼낸다. 그리고 곧바로 일어나 출입문을 향해 달린다.,,,,,,,,,,,,,
,0,,당신은 회전문을 통과하여 밖으로 나가려한다. ,,,,,,,,,,,,,
,0,,당신이 체크아웃을 했음에도@ 밖은 아직 붉은 하늘이다. ,,,,,,,,,,,,,15
,0,,그러나 뒤는 당신을 잡기 위해 초록 촉수가 휘적거리며 빠르게 다가온다. ,,,,,,,,,,,,,
,0,,앞에도@ 뒤에도 정답은 없어보인다. 당신은 그냥@ 눈을 질끈감고 밖으로 뛰어내린다.,,,,,,,,,,,,,-1
,0,,당신은 떨어진다. ,,,,15,,,,,,,,,
,0,,거친 바람에 얼굴은 덜덜덜 떨린다. ,,,,,,,,,,,,,
,0,,온몸으로 대기압을 느낀다. ,,,,,,,,,,,,,
,0,,눈을 힐끔 떠 보니 지면이 코 앞이다. ,,,,,,,,,,,,,
,0,,당신은 다가올 충격에 대비한다. ,,,,,,,,,,,,,
,0,,당신은 얼굴에 충격을 느낀다.,,,,,,,,,,,,,
,0,15,당신은 벌떡 일어난다. ,,,,2,,,,,,,,,
,0,,분명@ 떨어져서 바닥에 부딪혔을텐데? ,,,,,,,,,,,,,
,0,,당신은 멍하고 온 몸에 식은땀이 흐른다. ,,,,,,,,,,,,,
,0,,당신은 당신의 방 바닥에서 일어난다.,,,,,,,,,,,,,
,0,,꿈이었을까? 휴대폰을 켜 시계를 보니 이미 하루가 지나있다. 그리고 곧 체크아웃 시간이다.,,,,,,,,,,,,,
,0,,당신은 멍한 기운이 가시지 않은채로 당신의 짐을 치운다.,,,,1,,,,,,,,,
,0,,안내데스크로 돌아가 당신의 열쇠를 반납한다.,,,,,,,,,,,,,
,0,,직원이 당신을 향해 인사를 한다.,,,,,,,,,,,,,
,0,,“저희 호텔은 잘 즐기셨나요?”,,,,,,,,,,,,,
,0,,당신은 어색하게 웃으며 그렇다고 대답한다. 당신은 아직도 방금 전 처럼 생생했던 일에서 벗어나지 못하고 있다.,,,,,,,,,,,,,
,0,,“그렇다면 또 들러주시기 바랍니다.”,,,,,,,,,,,,,
,0,,그렇게 말하는 직원은 어쩐지 어디서 본 듯한 얼굴을 하고 있었다. 눈에서는 조금의 불꽃이 튀는 듯 했다.,,,,,,,,,,,,,
,0,,당신은 기겁하며 그 호텔에서 빠져나간다.,,,,15,,,,,,,,,
,0,,당신은 호텔을 빠져나오며 차가운 바람을 온몸으로 맞이한다. ,,,,,,,,,,,,,
,0,,피부에 닿는 바람은 날카롭지만@ 그 속에 숨겨진 자유의 기운이 당신의 폐를 시원하게 적셔준다. ,,,,,,,,,,,,,
,0,,마치 무거운 돌덩이를 내려놓은 것처럼 온몸이 가벼워졌다. ,,,,,,,,,,,,,
,0,,숨을 몰아쉬던 당신은 천천히 호흡을 고르며@ 한참 만에 깊숙이 숨을 들이쉰다. ,,,,,,,,,,,,,
,0,,차가운 공기가 폐 속 깊이 들어와 퍼지면서@ 긴장으로 굳어 있던 근육이 풀리는 것을 느낀다.,,,,,,,,,,,,,
,0,,하지만 완전한 후련함과 안도감은 쉽사리 오지 않는다. ,,,,,,,,,,,,,
,0,,빠르게 뛰던 심장은 여전히 강하게 박동하고 있고@ 머릿속에는 그 호텔에서 있었던 일들이 번뜩이며 떠오른다. ,,,,,,,,,,,,,
,0,,진짜 꿈이었을까? 아니면 무엇인가 현실에 영향을 미친 걸까?,,,,,,,,,,,,,
,0,,얼굴을 감싸쥐고 잠시 허공을 바라본다.,,,,,,,,,,,,,
,0,,이 모든 것이 꿈이었다면@ 왜 이렇게 생생하게 기억나는 걸까? ,,,,,,,,,,,,,
,0,,호텔 직원의 그 낯익은 얼굴@ 눈에 비친 불꽃… 마치 나를 계속해서 지켜보고 있는 듯한 느낌을 떨쳐낼 수 없다.,,,,,,,,,,,,,
,0,,그러나 이 모든 생각에도 불구하고@ 당신은 마침내 자유를 얻었다는 감각이 스며든다. ,,,,,,,,,,,,,
,0,,스릴과 두려움에 찌든 하루가 끝났다는 사실이 서서히 당신의 마음을 덮는다. ,,,,,,,,,,,,,
,0,,당신은 이 도망이 끝나고@ 새로운 하루가 시작될 것임을 깨닫는다. ,,,,,,,,,,,,,
,0,,그리고 어쩌면@ 다시 그곳으로 돌아가지 않아도 된다는 생각이 처음으로 안도감을 준다.,,,,,,,,,,4,,,
end,,,,,,,,,,,,,,,,
d4,0,,당신은 촉수가 끌어당기는 힘에 저항하지 못하고 그대로 끌려간다.,,,,,,,,,,,,,
,0,,이윽고 촉수가 당신을 붙잡고@ 당신을 삼킬 정도로 크게 벌어진 입은 이내 당신을 집어삼킨다.,,,,15,,,,,,,,,
,0,,당신은 어둡고 축축하고 비좁은 공간에 갇힌다. 이대로 소화되어 죽는것인가? ,,,,,,,,,,,,,
,0,,그런 생각이 들 때 쯤. 당신은 역류하는 기분을 받는다. ,,,,,,,,,,,,,
,0,,그리고 잠시 눈이 멀듯한 빛이 보이더니@ 시야가 회복되자 앞에 누군가가 보인다.,,,,,,,,,,,,,
,0,,고급 정장에 마르고 큰 신장. 불타는 듯한 머리. 호텔의 주인이다.,,,,,,,,,,,,,
,5,,“이런 이런. 또 만났네요? 분명 체크 아웃을 해도 좋다고 했는데 어쩐 일이십니까? 그렇게 저희 호텔 서비스가 맘에 드셨나요?”,,,,,,,,,,,,,
,7,,“주인님. 이 손님이 가격도 지불하지 않고 스토어의 상품을 사용해버려서 스토어의 손해가 이만저만이 아닙니다요.”,,,,,,,,,,,,,
,5,,“아이고 저런! 걱정하지 마세요. 제가 따끔히 혼내드리도록 하겠습니다.”,,,,,,,,,,,,,
,0,,둘은 마치 연극을 하듯@ 장난스러운 말투와 몸짓으로 말을 주고 받는다. ,,,,,,,,,,,,,
,0,,당신은 이 모든 것이 호텔 주인의 장난에 불과한 것이라는 생각이 든다.,,,,,,,,,,,,,
,5,,“자. 손님? 저희 호텔에서는 공짜로 가져갈 수 있는 건 아무것도 없답니다.”,,,,,,,,,,,,,
,0,,주인은 싱글싱글 웃으며 말한다.,,,,,,,,,,,,,
,5,,“마침. 직원 한 자리가 비는데@ 당신이 그 자리를 채워주면 좋겠네요.”,,,,,,,,,,,,,
,0,,당신은 당신의 몸이 더 이상 당신의 통제를 받지 않는 것이 느껴진다. ,,,,,,,,,,,,,
,0,,온 몸이 한 번 굳었다 녹고@ 찌르르 떨리고 덥다가 추워진 다음@ 당신은 그제서야 당신의 몸을 움직일 수 있었다. ,,,,,,,,,,,,,
,0,,당신의 손은 더 이상 사람의 것이 아니었고@ 그저 검을 뿐이었다. ,,,,,,,,,,,,,
,0,,근처에 있는 거울을 보자 당신은 그 어디에도 없고 호텔에서 계속 보였던 직원의 모습만이 보인다.,,,,,,,,,,,,,
,5,,“잘. 부탁드립니다.”,,,,,,,,,,,,,
,-1,,당신은 그의 손짓에 따라 지휘 당하는 꼭두각시로 전락한다.,,,,15,,,,,,,,,
,0,,그렇게 하루@ 일주일@ 한 달@ 일 년@ 얼마나 시간이 보냈을까? 당신의 정신은 당신의 몸처럼 점점 검게 물든다. ,,,,,,,,,,,,,
,0,,당신의 누구였는지@ 뭘 했는지 점점 잊혀져 간다.,,,,,3,,,,,,,,
end,,,,,,,,,,,,,,,,
check3,0,,,,,,,,난..누구였지...?,1d100,san,d5,,,,
,,,,,,,,,,,,d5,,,,
,,,,,,,,,,,,d6,,,,
end,,,,,,,,,,,,,,,,
d5,0,,아니@ 이대로 손을 놓고 포기할 수 없다. ,,,,,,,,,,,,,
,0,,당신은 필사적으로 자신이 누군지 되새기기 시작한다. ,,,,,,,,,,,,,
,0,,그렇게 하루하루 힘겹게 버티는 당신.,,,,,,,,,,,,,
,0,2,어느날@ 변화가 찾아온다.,,,,1,,,,,,,,,
,0,,어느때와 같이 호텔의 잡무를 맡아 일하는 중이었다. ,,,,,,,,,,,,,
,0,,당신은 다른 직원들이 바쁘게 움직이는 것을 본다. 당신도 그 행렬에 합류한다. ,,,,,,,,,,,,,
,0,,관리자의 지시에 따라 일사분란하게 준비를 한다. ,,,,,,,,,,,,,
,0,,오늘은 연회의 날@ 이전에 당신이 당신을 잃었던 그 날이다.,,,,,,,,,,,,,
,0,,당신은 연회의 준비를 위해 호텔의 이곳 저곳을 돌아다닌다. ,,,,,,,,,,,,,
,0,,당신은 평소에 당신이 가지 못하던 공간이자 이전의 인간이었던 당신이 탈출하기 위해 애썼던 공간에 가게 되었다. ,,,,,,,,,,,,,
,0,,그곳에서 당신은 흔적들을 발견한다. ,,,,,,,,,,,,,
,0,,살기 위해 마지막 까지 급하게 휘갈긴 생존 노트들을. 당신은 깨닫는다. ,,,,,,,,,,,,,
,0,,이것이 당신이 해야할 일이다. ,,,,,,,,,,,,,
,0,,당신은 그들을 모아@ 메뉴얼을 만든다.,,,,,,,,,,,,,
,0,,그리고 당신은@ 당신을 본다. ,,,,,,,,,,,,,
,0,,그리고 이전에 누가 자신을 도와주었는지도 알아차린다. ,,,,,,,,,,,,,
,0,,당신은 마음먹는다.,,,,,,,,,,,,,
,0,,당신@ 아니 우리의 탈출을 위해 무엇이든 하겠노라고.,,,,,,,,,,3,,,
end,,,,,,,,,,,,,,,,
d6,0,,당신은 그렇게 자아를 잃는다. ,,,,,,,,,,,,,
,0,,당신은 호텔을 관리하는 직원으로써@ 최선을 다하여 자신의 업무를 실행한다. ,,,,,,,,,,,,,
,0,,당신은..직원이다.,,,,,,,,,,3,,,
end,,,,,,,,,,,,,,,,
