Event_Name,CharacterImageSerialNumber,케릭터 이름,대사,선택지가 있는가?,선택지 대사,선택후 대사,변경할 배경 번호,주사위를 굴리는가?,주사위 대사,주사위 종류,대상 스탯,이벤트 후 대사,어떤 리셋인가?,아이템 번호,다음 장면,서브화면
,0,,둘은 마치 연극을 하듯@ 장난스러운 말투와 몸짓으로 말을 주고 받는다. ,,,,,,,,,,,,,
,0,,당신은 이 모든 것이 호텔 주인의 장난에 불과한 것이라는 생각이 든다.,,,,,,,,,,,,,
,5,,“자. 손님? 저희 호텔에서는 공짜로 가져갈 수 있는 건 아무것도 없답니다.”,,,,,,,,,,,,,
,0,,주인은 싱글싱글 웃으며 말한다.,,,,,,,,,,,,,
,5,,“마침. 직원 한 자리가 비는데@ 당신이 그 자리를 채워주면 좋겠네요.”,,,,,,,,,,,,,
,0,,당신은 당신의 몸이 더 이상 당신의 통제를 받지 않는 것이 느껴진다. ,,,,,,,,,,,,,
,0,,온 몸이 한 번 굳었다 녹고@ 찌르르 떨리고 덥다가 추워진 다음@ 당신은 그제서야 당신의 몸을 움직일 수 있었다. ,,,,,,,,,,,,,
,0,,당신의 손은 더 이상 사람의 것이 아니었고@ 그저 검을 뿐이었다. ,,,,,,,,,,,,,
,0,,근처에 있는 거울을 보자 당신은 그 어디에도 없고 호텔에서 계속 보였던 직원의 모습만이 보인다.,,,,,,,,,,,,,
,5,,“잘. 부탁드립니다.”,,,,,,,,,,,,,
,-1,,당신은 그의 손짓에 따라 지휘 당하는 꼭두각시로 전락한다.,,,,15,,,,,,,,,
,0,,그렇게 하루@ 일주일@ 한 달@ 일 년@ 얼마나 시간이 보냈을까? 당신의 정신은 당신의 몸처럼 점점 검게 물든다. ,,,,,,,,,,,,,
,0,,당신의 누구였는지@ 뭘 했는지 점점 잊혀져 간다.,,,,,1,,,,,,,,
end,,,,,,,,,,,,,,,,
check1,0,,,,,,,,난..누구였지...?,1d100,san,d1,,,,
,,,,,,,,,,,,d1,,,,
,,,,,,,,,,,,d2,,,,
end,,,,,,,,,,,,,,,,
d1,0,,아니@ 이대로 손을 놓고 포기할 수 없다. ,,,,,,,,,,,,,
,0,,당신은 필사적으로 자신이 누군지 되새기기 시작한다. ,,,,,,,,,,,,,
,0,,그렇게 하루하루 힘겹게 버티는 당신.,,,,,,,,,,,,,
,0,2,어느날@ 변화가 찾아온다.,,,,1,,,,,,,,,
,0,,어느때와 같이 호텔의 잡무를 맡아 일하는 중이었다. ,,,,,,,,,,,,,
,0,,당신은 다른 직원들이 바쁘게 움직이는 것을 본다. 당신도 그 행렬에 합류한다. ,,,,,,,,,,,,,
,0,,관리자의 지시에 따라 일사분란하게 준비를 한다. ,,,,,,,,,,,,,
,0,,오늘은 연회의 날@ 이전에 당신이 당신을 잃었던 그 날이다.,,,,,,,,,,,,,
,0,,당신은 연회의 준비를 위해 호텔의 이곳 저곳을 돌아다닌다. ,,,,,,,,,,,,,
,0,,당신은 평소에 당신이 가지 못하던 공간이자 이전의 인간이었던 당신이 탈출하기 위해 애썼던 공간에 가게 되었다. ,,,,,,,,,,,,,
,0,,그곳에서 당신은 흔적들을 발견한다. ,,,,,,,,,,,,,
,0,,살기 위해 마지막 까지 급하게 휘갈긴 생존 노트들을. 당신은 깨닫는다. ,,,,,,,,,,,,,
,0,,이것이 당신이 해야할 일이다. ,,,,,,,,,,,,,
,0,,당신은 그들을 모아@ 메뉴얼을 만든다.,,,,,,,,,,,,,
,0,,그리고 당신은@ 당신을 본다. ,,,,,,,,,,,,,
,0,,그리고 이전에 누가 자신을 도와주었는지도 알아차린다. ,,,,,,,,,,,,,
,0,,당신은 마음먹는다.,,,,,,,,,,,,,
,0,,당신@ 아니 우리의 탈출을 위해 무엇이든 하겠노라고.,,,,,,,,,,3,,,
end,,,,,,,,,,,,,,,,
d2,0,,당신은 그렇게 자아를 잃는다. ,,,,,,,,,,,,,
,0,,당신은 호텔을 관리하는 직원으로써@ 최선을 다하여 자신의 업무를 실행한다. ,,,,,,,,,,,,,
,0,,당신은..직원이다.,,,,,,,,,,3,,,
end,,,,,,,,,,,,,,,,
