Event_Name,CharacterImageSerialNumber,케릭터 이름,대사,선택지가 있는가?,선택지 대사,선택후 대사,변경할 배경 번호,주사위를 굴리는가?,주사위 대사,주사위 종류,대상 스탯,이벤트 후 대사,어떤 리셋인가?,아이템 번호,다음 장면,서브화면
,0,,이윽고 복도는 고요함을 되찾는다.,,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
d2,0,,당신은 방금 전의 존재가 사라졌는지 아니면 계속 그곳에 서 있는지 알기 위해 온 신경을 곤두세워 청력을 활성화 시킨다.,,,,,,,,,,,,,
,0,,어딘가 후련해보이는 흥얼거리는 소리가 점점 멀어진다.,,,,,,,,,,,,,
,0,,“…열어….안전합니다….킥…킥…….나오셔도….”,,,,,,,,,,,,,
,0,,이윽고 복도는 고요함을 되찾는다.,,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
d3,0,,당신은 살면서 이보다 많은 피를 본 적이 없다. 당신은 구토감을 참지 못하고 그대로 토해내고 만다.,,,,,,,,,,,,,
,0,,당신의 소리는 그 존재를 자극할 만큼 충분히 컸다. 콧노래가 멈춘다.,,,,,,,,,,,,,7
,0,-6,당신은 당신의 발 아래 느껴지는 촉감에 아래를 바라본다. 아@ 그 손이다. 다리에도. 팔에도 목에도.,,,,,,,,,,,,,
,0,-4,[으드…득],,,,,,,,,,,,,
,0,0,[킥킥킥킥…풉…킥…푸하하!!],,,,,,,,,,,,,
,0,,찢어진다.,,,,,,,,,,,,,
,0,,그리고 바닥엔 또 하나의 웅덩이가 고인다.,,,,,,,,,,1,,,
end,,,,,,,,,,,,,,,,
