Event_Name,CharacterImageSerialNumber,케릭터 이름,대사,선택지가 있는가?,선택지 대사,선택후 대사,변경할 배경 번호,주사위를 굴리는가?,주사위 대사,주사위 종류,대상 스탯,이벤트 후 대사,어떤 리셋인가?,아이템 번호,다음 장면,서브화면
s3,0,,그럼에도 당신은 계속 전진한다. 이미 뒤돌아가기에는 늦어버렸다. 당신은 당신은 이 복도에 갇힌 것 같다는 생각을 한다.,,,,,,,,,,,,,
,0,,복도가 점점 당신을 옥죄는 듯 하다. 어느 순간 당신은 눈앞이 깜깜해지고@ 잠시 정신을 잃는다.,,,,,,,,,,,,,
,0,,당신은 어느새 그림의 앞에 와있다. 당신은 몸을 움직이고 있지만 자신의 의지로 움직이는 것은 아니었다. ,,,,,,,,,,,,,
,0,,그림의 인물이 그림에서 빠져나온다. 그리고 당신의 손을 잡고 그림 안으로 끌어온다. 그것은 자애로워 보이는 얼굴에 맞지 않는 엄청난 힘으로 당신을 잡고 놔주지 않는다.,,,,,,,,,,,,,
,0,,당신은 저항하지 못하고 그림 속으로 들어간다. 그리고 당신은 그 안에 갇힌다. ,,,,,,,,,,,,,
,0,,당신은 온 몸이 녹아 내리는 느낌을 받는다. 그리고 당신은 어느새 그림 속 요소 중 하나로 변한다.,,,,,,,,,,,,,
,0,,당신은 살려달라고 외치지만 복도는 아무 일 없다는 듯 고요하다. 소리 없는 아우성으로 작품은 완성된다.,,,,,,,,,,1,,,
end,,,,,,,,,,,,,,,,
s4,0,,걸음 한 걸음 한 걸음이 점점 무거워져간다. 복도가 점점 당신을 옥죄는 듯 하다.,,,,,2,,,,,,,,
end,,,,,,,,,,,,,,,,
check2,0,,,,,,,,당신은 이 복도에서 빠져나가고자 한다.,1d100,dex,d2,,,,
,,,,,,,,,,,,d3,,,,
,,,,,,,,,,,,d4,,,,
end,,,,,,,,,,,,,,,,
d2,0,,숨이 턱 밑까지 차오르듯 뛰어 온 덕분에 당신은 늦지 않게 복도에서 벗어날 수 있었다.,,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
d3,0,,숨이 턱 밑까지 차오르듯 뛰어 온 덕분에 당신은 늦지 않게 복도에서 벗어날 수 있었다.,,,,,,,,,,,,,
end,,,,,,,,,,,,,,,,
d4,0,,그럼에도 당신은 계속 전진한다. 이미 뒤돌아가기에는 늦어버렸다. 당신은 당신은 이 복도에 갇힌 것 같다는 생각을 한다.,,,,,,,,,,,,,
,0,,복도가 점점 당신을 옥죄는 듯 하다. 어느 순간 당신은 눈앞이 깜깜해지고@ 잠시 정신을 잃는다.,,,,,,,,,,,,,
,0,,당신은 어느새 그림의 앞에 와있다. 당신은 몸을 움직이고 있지만 자신의 의지로 움직이는 것은 아니었다. ,,,,,,,,,,,,,
,0,,그림의 인물이 그림에서 빠져나온다. 그리고 당신의 손을 잡고 그림 안으로 끌어온다. 그것은 자애로워 보이는 얼굴에 맞지 않는 엄청난 힘으로 당신을 잡고 놔주지 않는다.,,,,,,,,,,,,,
,0,,당신은 저항하지 못하고 그림 속으로 들어간다. 그리고 당신은 그 안에 갇힌다. ,,,,,,,,,,,,,
,0,,당신은 온 몸이 녹아 내리는 느낌을 받는다. 그리고 당신은 어느새 그림 속 요소 중 하나로 변한다.,,,,,,,,,,,,,
,0,,당신은 살려달라고 외치지만 복도는 아무 일 없다는 듯 고요하다. 소리 없는 아우성으로 작품은 완성된다.,,,,,,,,,,1,,,
end,,,,,,,,,,,,,,,,
s2,0,,당신은 좋지 않은 예감에 재빨리 엘레베이터 홀로 돌아간다.,,,,,,,,,,,,17,
end,,,,,,,,,,,,,,,,
